ID,YEAR,YEAR_OF_BIRTH,COUNTRY_OF_BIRTH,SAMPLE_RACE,SAMPLE_SEX,C1DOB_Y,HAVING_HEALTHPLAN,FAMSIZE_,TNFI_,POVSTATUS_,REGION_,MARSTAT_KEY_,WKSUEMP_PCY_,URBAN_RURAL_,JOBSNUM_,NUMCH_,AGE_1STCHILD,EVER_IN_POVERTY,WHEN_IN_POVERTY,INCOME_,INCOME_MAX,EVER_EDU_LOAN,EDU_DEGREE,EVER_DIVORCED_,EVER_UNEMPLOYED_,HOURS_WORKED_PER_WEEK_,MAJOR_1_,MAJOR_2_,EDU_MAJOR,AMT_EDU_LOAN_,TOTAL_EDU_LOAN,CAL_YEAR_JOBS_,NET_WORTH_,EMP_STATUS_,EDU_LOAN_
96,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,3,18050,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,14,2,18,Yes,BOTH CHILD AND ADULT,18000,53500,-4,High school diploma (or equivalent),No,No,12,-4,-4,-4,-4,-4,2,-3600,1: EMPLOYED,
97,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,4,62400,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,5,2,29,Yes,ADULT ONLY,29000,52000,No,Associate/Junior College (AA),No,Yes,-4,0,-4,0,-4,-4,2,78000,1: EMPLOYED,
98,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,3,8536,1: IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,8,1,29,Yes,ADULT ONLY,0,11500,Yes,High school diploma (or equivalent),No,Yes,-4,2208,-4,2208,-4,2500,0,841832,3: OUT OF LABOR FORCE,
99,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,3,36200,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,5,1,29,Yes,ADULT ONLY,1000,35000,No,Associate/Junior College (AA),No,Yes,5,506,-4,506,-4,-4,2,186000,1: EMPLOYED,
100,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,2,18500,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,10,1,21,Yes,ADULT ONLY,18500,80000,No,High school diploma (or equivalent),No,Yes,-4,506,-4,506,-4,-4,2,23627,1: EMPLOYED,
101,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,4,46152,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,5,2,24,No,NEVER,41652,112000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,-4,913,-4,913,-4,4200,2,282450,1: EMPLOYED,
102,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,Yes,2,37000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,3,0,27,No,NEVER,17000,32000,No,Bachelor of Science (BS),No,Yes,-4,701,-4,701,-4,-4,2,21000,1: EMPLOYED,
103,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1992,Yes,1,32300,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,0: RURAL,9,0,33,No,NEVER,32000,100000,Yes,Bachelor of Science (BS),No,Yes,-4,509,-4,509,-4,3500,2,56900,1: EMPLOYED,
105,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,21408,0: NOT IN POVERTY,1: NORTHEAST,3: 3  DIVORCED,0,1: URBAN,10,0,No children yet,No,NEVER,21400,54000,-4,High school diploma (or equivalent),Yes,No,-4,506,-4,506,-4,-4,3,3262,1: EMPLOYED,
106,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,35700,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,5,0,No children yet,No,NEVER,35000,125000,Yes,Bachelor of Arts Degree (BA),No,Yes,-4,502,-4,502,-4,-4,2,62500,1: EMPLOYED,
107,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,22930,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,3,0,No children yet,No,NEVER,22900,54000,No,Bachelor of Science (BS),No,No,-4,2005,-4,2005,-4,-4,2,4500,1: EMPLOYED,
108,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1995,Yes,3,51000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,3,1: URBAN,10,0,36,No,NEVER,16000,95000,Yes,Other (SPECIFY),No,No,35,2205,-4,2205,-4,20000,3,1000,1: EMPLOYED,
109,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,3,-2,-3,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,5,0,No children yet,No,NEVER,28000,40300,-4,High school diploma (or equivalent),No,No,-4,4901,-4,4901,-4,-5,2,5150,1: EMPLOYED,
110,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1984,Yes,4,42500,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,8,2,26,No,NEVER,34000,115000,-4,High school diploma (or equivalent),No,No,40,701,-4,701,-4,-4,2,16520,1: EMPLOYED,
111,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,5,42600,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,4,3,22,No,NEVER,0,40000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,0,209000,3: OUT OF LABOR FORCE,
112,1990,63,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,3,50500,0: NOT IN POVERTY,1: NORTHEAST,3: 3  DIVORCED,0,1: URBAN,16,1,18,No,NEVER,19000,32000,-4,High school diploma (or equivalent),Yes,Yes,-4,-4,-4,-4,-4,-4,3,2000,1: EMPLOYED,
114,1990,57,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,1982,Yes,6,-2,-3,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,4,2,25,No,NEVER,44500,44500,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-5,2,140000,1: EMPLOYED,
117,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,Yes,4,43640,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,2,2,26,No,NEVER,40000,83000,No,Associate/Junior College (AA),No,Yes,-4,1009,-4,1009,-4,-4,2,124301,1: EMPLOYED,
118,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,2,39540,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,16,0,19,Yes,ADULT ONLY,18500,36400,-4,-5,Yes,Yes,-4,-4,-4,-4,-4,-5,3,15400,1: EMPLOYED,
119,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,1,20000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,15,0,No children yet,Yes,ADULT ONLY,17000,40000,Yes,High school diploma (or equivalent),No,Yes,-4,1014,-4,1014,-4,12200,2,12000,1: EMPLOYED,
120,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,1,80000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,-2,0,No children yet,Yes,ADULT ONLY,74283,307823,Yes,Bachelor of Science (BS),No,No,21,2207,-4,2207,-4,10000,2,114500,1: EMPLOYED,
121,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,Yes,4,146942,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,5,0,27,Yes,BOTH CHILD AND ADULT,21000,60000,Yes,Bachelor of Arts Degree (BA),No,No,-4,515,-4,4901,-4,10500,2,-3000,1: EMPLOYED,
122,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1993,Yes,2,59000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,11,0,31,No,NEVER,35000,100000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,2,841832,1: EMPLOYED,
123,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,3,49630,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,1,27,No,NEVER,22000,31000,Yes,Bachelor of Science (BS),No,No,8,1905,-4,906,-4,787,2,40300,1: EMPLOYED,
124,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1988,Yes,3,200,1: IN POVERTY,1: NORTHEAST,3: 3  DIVORCED,1,1: URBAN,19,2,27,Yes,ADULT ONLY,200,9000,No,Associate/Junior College (AA),Yes,Yes,-4,420,-4,420,-4,-4,1,1700,3: OUT OF LABOR FORCE,
125,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,6000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,0: RURAL,6,0,No children yet,Yes,ADULT ONLY,6000,37500,Yes,High school diploma (or equivalent),No,No,54,506,-4,506,-4,-5,3,-3000,1: EMPLOYED,
126,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1985,Yes,4,74000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,3,2,26,No,NEVER,74283,85000,Yes,Associate/Junior College (AA),No,No,-4,501,-4,501,-4,-4,2,841832,1: EMPLOYED,
128,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,4,-2,-3,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,2,23,No,NEVER,24200,79300,-4,High school diploma (or equivalent),No,No,-4,514,-4,514,-4,-4,2,54000,1: EMPLOYED,
129,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,43500,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,8,0,No children yet,No,NEVER,43000,115000,Yes,Bachelor of Science (BS),No,No,18,2206,-4,1905,-4,5000,2,32000,1: EMPLOYED,
133,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,Yes,2,38000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,11,0,29,No,NEVER,24000,57000,No,High school diploma (or equivalent),No,No,-4,-3,-4,-3,-4,-5,2,6700,1: EMPLOYED,
134,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1991,Yes,2,67500,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,0,29,No,NEVER,39000,80000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,841832,1: EMPLOYED,
135,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1995,Yes,2,44700,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,2,1: URBAN,10,0,30,No,NEVER,19000,90000,No,High school diploma (or equivalent),No,Yes,-4,703,-4,703,-4,-4,3,190000,1: EMPLOYED,
136,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,3,22000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,3,0,No children yet,Yes,ADULT ONLY,22000,22000,No,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,4400,1: EMPLOYED,
137,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1988,Yes,3,75760,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,4,1: URBAN,10,1,26,No,NEVER,36000,312324,Yes,Bachelor of Science (BS),No,Yes,25,904,-4,904,-4,5000,3,841832,1: EMPLOYED,
138,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1989,Yes,3,59200,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,1,1: URBAN,12,1,26,No,NEVER,10000,18200,Yes,Bachelor of Science (BS),No,No,15,835,-4,835,-4,6300,4,159300,1: EMPLOYED,
139,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1992,Yes,1,47000,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,22,0,28,Yes,ADULT ONLY,25000,120000,No,High school diploma (or equivalent),No,No,20,502,-4,502,-4,8000,3,45000,1: EMPLOYED,
140,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1993,Yes,2,-2,-3,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,5,0,34,No,NEVER,32000,80000,No,"Master's Degree (MA, MBA, MS, MSW)",No,No,-4,808,-4,820,-4,-4,2,841832,1: EMPLOYED,
141,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,1,7020,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,-3,1: URBAN,13,0,No children yet,Yes,ADULT ONLY,7000,65000,Yes,Bachelor of Arts Degree (BA),No,Yes,100,1102,-4,1102,-4,6500,3,-9500,1: EMPLOYED,
142,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,31800,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,4,0,No children yet,No,NEVER,31000,62000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,20000,1: EMPLOYED,
144,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,No,1,10515,0: NOT IN POVERTY,1: NORTHEAST,6: 6  WIDOWED,0,1: URBAN,5,0,27,No,NEVER,10000,20000,-4,High school diploma (or equivalent),No,Yes,20,-4,-4,-4,-4,-4,2,-1,1: EMPLOYED,
145,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,5,-2,-3,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,10,0,No children yet,Yes,ADULT ONLY,16000,20000,-4,High school diploma (or equivalent),No,Yes,45,-4,-4,-4,-4,-4,2,500,1: EMPLOYED,
146,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,Yes,3,21200,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,-5,6,1,22,No,NEVER,0,93000,Yes,High school diploma (or equivalent),No,Yes,7,910,-4,910,-4,1000,2,13000,4: IN ACTIVE FORCES,
147,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,4,51500,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,3,2,25,No,NEVER,15000,18000,No,High school diploma (or equivalent),No,No,-4,506,-4,506,-4,-4,2,164200,3: OUT OF LABOR FORCE,
148,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,25400,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,7,0,No children yet,No,NEVER,25000,47000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,2,17000,1: EMPLOYED,
149,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1991,Yes,2,56172,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,6,0,27,No,NEVER,25464,114000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,2,41500,1: EMPLOYED,
150,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,36720,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,-3,1: URBAN,17,0,No children yet,Yes,ADULT ONLY,21700,26000,-4,High school diploma (or equivalent),No,No,114,-4,-4,-4,-4,-4,2,65400,1: EMPLOYED,
151,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,146942,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,17,0,No children yet,Yes,ADULT ONLY,74283,74283,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-5,3,841832,1: EMPLOYED,
152,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,52100,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,0,No children yet,No,NEVER,32000,114000,No,High school diploma (or equivalent),No,No,10,506,-4,506,-4,-4,2,126000,1: EMPLOYED,
153,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,4,54524,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,8,2,22,No,NEVER,17000,35063,,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,9500,1: EMPLOYED,
155,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,3,61020,0: NOT IN POVERTY,1: NORTHEAST,3: 3  DIVORCED,2,1: URBAN,21,0,23,No,NEVER,36000,60000,-4,High school diploma (or equivalent),Yes,Yes,-4,-4,-4,-4,-4,-4,3,127050,1: EMPLOYED,
156,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1979,No,1,-2,-3,1: NORTHEAST,3: 3  DIVORCED,0,1: URBAN,2,0,19,Yes,ADULT ONLY,25000,35000,No,None,Yes,No,-4,-4,-4,-4,-4,-4,1,1900,1: EMPLOYED,
157,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,4,42100,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,-3,1: URBAN,8,2,23,No,NEVER,2000,125000,No,"Master's Degree (MA, MBA, MS, MSW)",No,No,5,801,-4,827,-4,22000,3,93000,1: EMPLOYED,
158,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,4,32000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,8,2,26,No,NEVER,7000,65000,No,"Master's Degree (MA, MBA, MS, MSW)",No,No,-4,1501,-4,1501,-4,10000,2,98000,1: EMPLOYED,
159,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,5,64500,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,7,3,24,No,NEVER,32000,95000,No,Bachelor of Science (BS),No,No,-4,502,-4,502,-4,-5,2,88000,1: EMPLOYED,
160,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,2,70000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,13,0,30,No,NEVER,25000,80000,No,Associate/Junior College (AA),No,No,-4,501,-4,501,-4,-4,2,95000,1: EMPLOYED,
161,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1994,Yes,1,23800,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,10,0,32,Yes,ADULT ONLY,23500,52000,No,High school diploma (or equivalent),No,Yes,35,514,-4,514,-4,-4,2,10300,1: EMPLOYED,
162,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,3,93200,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,10,1,28,No,NEVER,74283,101653,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,No,-4,2205,-4,701,-4,11000,2,17500,1: EMPLOYED,
163,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,86000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,16,0,No children yet,No,NEVER,49000,49000,Yes,Bachelor of Arts Degree (BA),No,No,-4,603,-4,603,-4,11900,2,-2400,1: EMPLOYED,
164,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,2,58500,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,14,0,No children yet,No,NEVER,20000,47000,No,High school diploma (or equivalent),Yes,No,-4,-4,-4,-4,-4,-5,2,68000,1: EMPLOYED,
165,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1988,Yes,3,63500,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,1,27,Yes,ADULT ONLY,18500,50000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,61667,1: EMPLOYED,
166,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,3,56600,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,7,1,28,No,NEVER,28500,82000,-4,High school diploma (or equivalent),No,No,-4,909,-4,909,-4,-5,2,145200,1: EMPLOYED,
167,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,4,48852,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,-3,1: URBAN,15,2,25,Yes,ADULT ONLY,1400,30000,-4,High school diploma (or equivalent),No,Yes,47,-4,-4,-4,-4,-5,1,15600,1: EMPLOYED,
170,1990,57,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,3,11666,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,4,0,No children yet,Yes,ADULT ONLY,10000,39389,Yes,High school diploma (or equivalent),No,No,-4,506,-4,506,-4,600,2,220000,1: EMPLOYED,
171,1990,62,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,3,56694,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,3,1: URBAN,7,1,28,No,NEVER,27000,114000,No,Bachelor of Science (BS),No,Yes,100,-3,-4,-3,-4,5000,4,97000,1: EMPLOYED,
172,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1993,Yes,4,3000,1: IN POVERTY,1: NORTHEAST,2: 2  SEPARATED,0,1: URBAN,0,0,35,Yes,ADULT ONLY,0,8061,-4,None,No,No,-4,-4,-4,-4,-4,-4,0,0,3: OUT OF LABOR FORCE,
173,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,1,-2,-3,1: NORTHEAST,0: 0  NEVER MARRIED,1,1: URBAN,21,0,No children yet,Yes,BOTH CHILD AND ADULT,15000,15000,No,-5,No,No,36,-4,-4,-4,-4,-5,3,2500,1: EMPLOYED,
174,1990,60,IN THE US,HISPANIC,FEMALE,1985,Yes,4,60050,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,13,2,24,No,NEVER,20000,65000,No,High school diploma (or equivalent),No,Yes,-4,1009,-4,1009,-4,200,2,41700,1: EMPLOYED,
176,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,1,18690,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,18,0,No children yet,Yes,ADULT ONLY,15490,57000,Yes,Bachelor of Science (BS),No,No,40,802,-4,802,-4,7500,5,-8500,1: EMPLOYED,
177,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,32000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,14,0,No children yet,No,NEVER,32000,60000,No,High school diploma (or equivalent),No,No,-4,1299,-4,1299,-4,-4,3,1500,1: EMPLOYED,
178,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,-2,-3,1: NORTHEAST,1: 1  MARRIED,0,0: RURAL,7,0,No children yet,Yes,ADULT ONLY,0,312324,Yes,Bachelor of Arts Degree (BA),No,No,-4,502,-4,502,-4,38000,2,149400,1: EMPLOYED,
179,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,4,43200,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,7,2,22,No,NEVER,8000,40000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,2,146000,1: EMPLOYED,
180,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1978,Yes,5,49100,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,3,3,20,No,NEVER,21000,78000,No,Other (SPECIFY),No,Yes,-4,2102,-4,502,-4,-5,2,125700,1: EMPLOYED,
183,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1984,Yes,4,48000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,2,2,25,No,NEVER,0,34000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,0,18000,3: OUT OF LABOR FORCE,
184,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1999,Yes,2,28440,0: NOT IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,10,0,38,No,NEVER,24800,41000,No,Bachelor of Science (BS),No,Yes,-4,506,-4,1011,2865,12000,2,1700,1: EMPLOYED,
185,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1997,Yes,1,12200,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,8,0,32,No,NEVER,12000,59000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,3,2300,1: EMPLOYED,
186,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1991,Yes,2,-3,-3,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,11,0,31,Yes,ADULT ONLY,36000,110000,Yes,Associate/Junior College (AA),No,Yes,-4,4901,-4,4901,-4,10000,2,43000,1: EMPLOYED,
187,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,4,-2,-3,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,15,0,No children yet,No,NEVER,36400,42000,No,High school diploma (or equivalent),No,Yes,12,701,-4,701,-4,-5,2,6000,1: EMPLOYED,
188,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,No,3,25260,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,7,1,26,No,NEVER,0,17000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,0,3159,2: UNEMPLOYED,
189,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,20025,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,3,0,No children yet,No,NEVER,20000,130000,No,Bachelor of Science (BS),No,No,36,702,-4,400,-4,3000,2,-174100,1: EMPLOYED,
190,1990,61,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,1995,Yes,3,-2,-3,1: NORTHEAST,1: 1  MARRIED,24,1: URBAN,8,0,33,Yes,ADULT ONLY,1500,142000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,-4,4901,-4,4901,-4,-4,1,7000,1: EMPLOYED,
